,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70
epoch_0,uid_128088,4.789079209808998,4.709259096192424,4.704071862681559,4.685679295403435,4.671067327619176,4.669829532716423,4.669176963610458,4.664476639380643,4.656018872506152,4.653002371711462,4.6395905295841295,4.629868969980371,4.627935415271678,4.626337479433159,4.624241580606288,4.6195698083070695,4.616983929291064,4.616099667235799,4.605428887951524,4.598321643703688,4.598138292770558,4.59631249644453,4.591528978445803,4.591105445334189,4.589214194745816,4.584621750788614,4.58448135138326,4.578555854959131,4.576119071205389,4.574443340047515,4.5679382504381145,4.567669279258091,4.566418233576883,4.5546599554436495,4.554527094942522,4.55127091390947,4.549746576794422,4.548848734841158,4.54388992454455,4.543752098139688,4.5427705093126995,4.5349877897534085,4.534746337039529,4.528135672769462,4.5252618424005,4.524067130638809,4.520704397395581,4.518711355944374,4.5175679465345455,4.514549290830917,4.513401464477244,4.5125419158300755,4.510134719428967,4.506491952552529,4.504758773564204,4.503023864435959,4.502579857869035,4.500607997245109,4.496069985618794,4.49552138199845,4.494616845237244,4.494232124238627,4.493680246328763,4.485084245161134,4.483049277171553,4.477708143257224,4.477046646803487,4.476435862428318,4.47242729895204,4.470755820328555
epoch_0,uid_267455,4.73460363169926,4.6598814989420685,4.62403744066154,4.603083524489172,4.580072005524524,4.57599159690502,4.573250743712553,4.569375590910966,4.56262156070651,4.5607403029637315,4.559549134068723,4.552675588232256,4.546196109499298,4.540750851213853,4.529571546777736,4.524214704353038,4.515479359835383,4.51166191178294,4.506418290192424,4.500725315828891,4.494771046609664,4.493914774230412,4.478351938100479,4.470716540023226,4.469827567120177,4.459278108270193,4.458645358361183,4.451518221025235,4.450569472880609,4.450408743484461,4.45030796960662,4.448210043590257,4.4446024714529875,4.443998289953323,4.4427192032342155,4.429984410266587,4.428576277753859,4.425517330764698,4.425120121951539,4.424208969150794,4.422663624468059,4.420285151600632,4.41859779240027,4.417931768590433,4.416501747360488,4.4081224531571,4.407819890587025,4.407795569288986,4.407674723307099,4.406924626227173,4.406356983790403,4.405584988363861,4.405334842053439,4.402007143760044,4.401170529795161,4.400239032338919,4.39647594082927,4.393090782440728,4.391501261585941,4.388702639117157,4.387844891422298,4.3841391067132465,4.384053655261526,4.384040874663946,4.383265133198789,4.383216447199135,4.382224567116659,4.381873826566827,4.380146597311399,4.379794131373592
epoch_0,uid_73381,4.682506828295474,4.6547510627183675,4.652087157211648,4.630023951527889,4.620050579001377,4.6052471039036735,4.576146519986084,4.569418557968459,4.543265334830558,4.536125996379247,4.526202335623098,4.521177740560428,4.509992329491296,4.505269092288923,4.501662313373597,4.500509334804975,4.497664861985337,4.496375632407928,4.495854202062611,4.495118776244625,4.470111809519364,4.465664076561623,4.456310308815777,4.451730146447197,4.445827623385306,4.440632324701601,4.438061019426257,4.437199169199754,4.436159442607131,4.431922024798619,4.418202681853484,4.416287589064958,4.415011113428871,4.414498979995629,4.4140468054705995,4.409635651197629,4.407695814851664,4.40255382069092,4.3995541100834865,4.39510268734013,4.394667200810193,4.394250023863895,4.394181977475403,4.393274346132868,4.391226608734133,4.387279084540951,4.386290635896215,4.384968795398125,4.383431159597068,4.382329251974166,4.381026631779488,4.379362381260973,4.376754133532118,4.375201119684527,4.37397056339285,4.371660378147433,4.3699856738320735,4.3696855475820575,4.368498371763003,4.367918038735022,4.367078271408722,4.365722159420243,4.36112846351321,4.35532767108215,4.352071204693774,4.351165602214835,4.348432395956344,4.347974147799532,4.340624333695279,4.339585853183986
epoch_0,uid_117628,4.619163269346912,4.5327368966042245,4.52014782817782,4.5098481308236105,4.495554998335602,4.493064324034683,4.478802365104011,4.464203900094252,4.453743244906392,4.448510883389366,4.440190127194423,4.431742356625651,4.431698773731514,4.431226175459956,4.411848242744359,4.4115352355012005,4.4064739590998485,4.405842419386169,4.405670894044947,4.402801771571949,4.392302001664373,4.3820773659415755,4.372116652702798,4.370920976132909,4.3669874481674515,4.341355602900643,4.340812821719074,4.326885522364172,4.326704872953674,4.323933559050811,4.322217391636808,4.315717191210472,4.31248711464523,4.311387162236219,4.311191565677987,4.306788733830961,4.306772012162838,4.304725120773071,4.30470901814143,4.302862625920701,4.301982690106656,4.301321953524899,4.298304099061679,4.295555986286642,4.294944269904557,4.294935489836434,4.294343631068537,4.292420465188869,4.289213881951037,4.287086197491427,4.286908885483486,4.286159979413558,4.284553867983554,4.281830926941078,4.279614860741037,4.276911888356982,4.276288015397815,4.276128537402617,4.273948516609529,4.273947448818174,4.273901854641477,4.2699053063998855,4.267222159324495,4.266523655333482,4.266314459569872,4.265252336327513,4.264845837521927,4.26312065023086,4.258286874593844,4.257669001310804
epoch_0,uid_21453,4.647120717903168,4.640721460479558,4.6237184230533135,4.611240819817373,4.499053752957084,4.496499209695667,4.490868175259264,4.458948884081895,4.447759482929312,4.441919386776043,4.432502765455283,4.4245964121762285,4.420085524564516,4.41218259052495,4.410425064461278,4.409942071719781,4.408431637796484,4.4059184013094095,4.40263430020237,4.398108047918798,4.394221221210211,4.388304434398926,4.385706438967028,4.3773155864297095,4.374440927275433,4.367074425601826,4.365488891939914,4.351048751989606,4.343075898901229,4.339452839780315,4.336559579642421,4.335013135248468,4.330969652795615,4.329583119285149,4.328845438394293,4.328104513019705,4.322223226292513,4.321510413645709,4.321447797846506,4.320690715113548,4.319302996459772,4.315180285661349,4.314244688791342,4.3122940311115325,4.304666900536072,4.303644423316352,4.30099949395507,4.2987649750477255,4.296342158158039,4.295683331745325,4.293392713994558,4.292168883725691,4.291678304910296,4.290568327730756,4.2900737595647636,4.286914360516685,4.286014295407348,4.282803282998831,4.281991502856465,4.28097135672458,4.280725048925367,4.280533961556217,4.279766867309577,4.276132506582261,4.271970862776101,4.270800967447553,4.270179401423015,4.268578723408764,4.2629988007520305,4.2627585463926545
epoch_0,uid_229622,4.524575961126263,4.518885111480971,4.516610489638472,4.5143016819526,4.484316574556539,4.4758874488487095,4.4616160639658,4.4540232548543015,4.440596474909578,4.405160891042102,4.39472120056382,4.389918168987743,4.389034917969387,4.388907239901539,4.385212368028316,4.382506594485859,4.3744082346099855,4.373794098098356,4.373575122167105,4.371007475429051,4.367130733137312,4.366410673645297,4.360947997502587,4.356238271394345,4.354861613421081,4.354092893835707,4.350858206583344,4.350465954904378,4.346415657784141,4.337146480692052,4.332119158243891,4.328509756039382,4.3235015298016695,4.321147115289794,4.3191206782049365,4.318630826577219,4.318220229307812,4.312380877389804,4.308947142398206,4.301151223094809,4.299649015827712,4.299332601721339,4.298914948247496,4.298308147115202,4.297997313339921,4.286966932631276,4.286836131226511,4.283434491673239,4.283133659620598,4.283081225907837,4.282011545343623,4.279185021432138,4.277250990578824,4.275681852400146,4.275065151130319,4.2739740723386115,4.270286246672233,4.269954519151026,4.268196560435569,4.265380798510897,4.262187374439473,4.261835448293976,4.2587837976110725,4.257917299148215,4.257074288585878,4.256052952307338,4.254271553268437,4.253433714798843,4.2525158495200435,4.249593895391581
epoch_0,uid_167368,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.985908295457429,4.978095031284342,4.97808091746008,4.975878187764962,4.972769115224387,4.958438735687643,4.9476611425671395,4.942398935391994,4.9416773443059006,4.941280471567154,4.940824313454195,4.937142002501191,4.933951570045405,4.933422430746721,4.924596477057953,4.920665914201431,4.911720336448754,4.91070851081724,4.908500783213271,4.903627941798843,4.901740243684804,4.893373147283661,4.891752855582343,4.882506127208957,4.878084346488606,4.868125684755883,4.860080319635909,4.857241289828541,4.857072020064259,4.856734940255067,4.855264692790044,4.855138300538875,4.853559523343149,4.853259583574264,4.853120214859484,4.847736115717056,4.846886651119674,4.84621125304673,4.844221513308978,4.843587778328292,4.84209429026705,4.841009517770345,4.836213511989247,4.832113724294677,4.831977728342142,4.8312833092427,4.829133606996243,4.827062306669551,4.821806258905176,4.819895855202966,4.819281538486137,4.817449104698024,4.8170384633747,4.815693350191998,4.815097145315152,4.813280625849034,4.812796511171864,4.811438437301237,4.809524979982888,4.808496200333078,4.807584689536204
epoch_0,uid_21772,4.697982745935615,4.683895577229265,4.672847477348813,4.670951660737733,4.642739411802664,4.624645173926068,4.601082296958895,4.552559745825366,4.552150555334929,4.548947974579234,4.545017645626325,4.54143868897181,4.531219167948066,4.529647160051367,4.5262342772268385,4.524367890740852,4.512698373737034,4.500778540853639,4.498021673523358,4.4955189319871804,4.491237885584688,4.488091676803968,4.48604832616982,4.48018732083708,4.475872998221563,4.4753592021718305,4.474349755085405,4.471482288390942,4.4661896245541755,4.465908845375628,4.465179600530021,4.4592882922459305,4.456117780416054,4.451774970134666,4.443568809288811,4.441530334905819,4.441373353487078,4.437797794178224,4.436904413535607,4.4331351778850525,4.432706026596638,4.432670885813627,4.432589326468621,4.428414954456899,4.427346977340651,4.426559421663198,4.4208916946250625,4.420865427185508,4.419980888517176,4.418843414969453,4.404138732788284,4.395675873906085,4.394275141557989,4.394115436799691,4.3927101779836715,4.386373469916739,4.383400513812386,4.382703317186817,4.38018779069005,4.380050228993515,4.379496681852521,4.379152125308336,4.376897308121011,4.373453821132974,4.371913757018575,4.371476500926316,4.369306114134384,4.363092269611066,4.361494295656749,4.361388564225706
epoch_0,uid_176555,4.543877462416191,4.425521533150315,4.415970396901041,4.390968553426497,4.322648740288542,4.299649994048611,4.290333802954328,4.289163462395308,4.284869233963511,4.280670318716696,4.2725628074837445,4.270982428618512,4.26033275883689,4.244700690718506,4.230410352519806,4.228114319543749,4.225600222311076,4.222988526062652,4.206985307047375,4.206581910669475,4.204024530479414,4.203732819805569,4.202239282786336,4.200018315508739,4.19872091415412,4.194170410276057,4.1941612244254065,4.192194324112459,4.182382374008165,4.181811159886745,4.173455123808954,4.164261504180781,4.154484302317416,4.149341957728953,4.144764160121013,4.144128569624353,4.143026852458748,4.142178377274222,4.141242756287513,4.138964006973447,4.137415557809156,4.134880712903452,4.126191468329287,4.125692422821419,4.124036236045815,4.1197864147858105,4.119235665213869,4.118085570994429,4.117141829327314,4.113158818100351,4.113031474446032,4.1099972842768135,4.108421664731768,4.105560741950773,4.102066121871371,4.1006313148835725,4.099890130279593,4.098364941875155,4.097491981638572,4.096563202965373,4.091737734404916,4.091287640069765,4.090437567227516,4.086423276711454,4.0840754320808,4.0838154242046105,4.083690249122239,4.08268713770974,4.081524328085231,4.081392525847096
epoch_0,uid_166868,3.41663179186798,3.392307339413663,3.376199405995835,3.3742524451955234,3.3667247716794937,3.349879917039615,3.347656068324039,3.346334930932778,3.3274030807434087,3.2838533983207276,3.2688354745694816,3.2630308291914645,3.2427565277067507,3.241516235471471,3.2212980972071037,3.2194156122494975,3.2177497416980465,3.2112029266443405,3.203537636044111,3.1929456362905633,3.1867161956734664,3.1863876649698724,3.1863401104412317,3.185739399855217,3.185079818094576,3.184335748054091,3.179449800059757,3.1760343947512752,3.1727351953648397,3.1717643395161566,3.1713041503445276,3.1696461140039145,3.16814723286009,3.16814622790648,3.1676018651210867,3.1674374437945136,3.1646053161014067,3.1618314177395166,3.160028052261402,3.1597848412119145,3.1593640698225873,3.1588998263809236,3.158827575611501,3.158153916961551,3.1512705271570614,3.1509703816739623,3.1471294953201445,3.146306173995415,3.1458374780420812,3.1446692482425784,3.143550253367874,3.1418090019893303,3.138409541375867,3.135904373675685,3.135399027883736,3.1247897687819406,3.1209755957390484,3.119422236071456,3.118762196260712,3.1173042442891647,3.1144946705799623,3.1141325155646906,3.1114374769105484,3.1076048291765948,3.1019564387915692,3.0995511850265687,3.0982132393707245,3.0976961904520355,3.0966728667946093,3.0961736732640555
